id,sexo,nascimento_anomes,data_nascimento
aluno_0211985,F,2018-02,
aluno_0211986,F,2021-08,
aluno_0211987,F,2021-07,
aluno_0211988,F,2017-05,
aluno_0211989,F,2022-01,
aluno_0211990,F,2019-01,
aluno_0211991,F,2018-04,
aluno_0211992,F,2019-09,
aluno_0211993,F,2019-09,
aluno_0211994,F,2020-10,
aluno_0211995,F,2018-12,
aluno_0211996,F,2019-06,
aluno_0211997,F,2020-04,
aluno_0211998,F,2020-11,
aluno_0211999,F,2017-04,
aluno_0212000,F,2020-01,
aluno_0212001,F,2020-03,
aluno_0212002,F,2020-12,
aluno_0212003,F,2019-12,
aluno_0212004,F,2019-05,
aluno_0212005,F,2019-08,
aluno_0212006,F,2020-06,
aluno_0212007,F,2019-06,
aluno_0212008,F,2019-09,
aluno_0212009,F,2019-12,
aluno_0212010,F,2019-11,
aluno_0212011,F,2019-12,
aluno_0212012,F,2020-10,
aluno_0212013,F,2020-02,
aluno_0212014,F,2019-11,
aluno_0212015,F,2018-06,
aluno_0212016,F,2019-05,
aluno_0212017,F,2017-08,
aluno_0212018,F,2019-11,
aluno_0212019,F,2020-01,
aluno_0212020,F,2018-07,
aluno_0212021,F,2020-07,
aluno_0212022,F,2018-09,
aluno_0212023,F,2021-06,
aluno_0212024,F,2020-02,
aluno_0212025,F,2019-08,
aluno_0212026,F,2019-07,
aluno_0212027,F,2020-12,
aluno_0212028,F,2019-08,
aluno_0212029,F,2019-07,
aluno_0212030,F,2019-06,
aluno_0212031,F,2019-06,
aluno_0212032,F,2019-01,
aluno_0212033,F,2019-06,
aluno_0212034,F,2020-06,
aluno_0212035,F,2020-02,
aluno_0212036,F,2020-02,
aluno_0212037,F,2017-07,
aluno_0212038,F,2018-12,
aluno_0212039,F,2019-03,
aluno_0212040,F,2020-03,
aluno_0212041,F,2019-09,
aluno_0212042,F,2019-10,
aluno_0212043,M,2020-04,
aluno_0212044,F,2020-10,
aluno_0212045,F,2017-08,
aluno_0212046,F,2018-04,
aluno_0212047,F,2017-08,
aluno_0212048,F,2020-01,
aluno_0212049,F,2019-04,
aluno_0212050,F,2018-11,
aluno_0212051,F,2019-08,
aluno_0212052,F,2018-05,
aluno_0212053,F,2020-08,
aluno_0212054,F,2020-08,
aluno_0212055,F,2021-04,
aluno_0212056,F,2019-02,
aluno_0212057,M,2017-04,
aluno_0212058,F,2017-06,
aluno_0212059,F,2017-10,
aluno_0212060,F,2018-10,
aluno_0212061,F,2017-04,
aluno_0212062,F,2019-05,
aluno_0212063,F,2019-02,
aluno_0212064,F,2020-09,
aluno_0212065,F,2019-05,
aluno_0212066,F,2018-09,
aluno_0212067,F,2018-11,
aluno_0212068,F,2020-09,
aluno_0212069,F,2020-06,
aluno_0212070,F,2018-07,
aluno_0212071,F,2018-06,
aluno_0212072,F,2018-09,
aluno_0212073,F,2020-09,
aluno_0212074,F,2017-10,
aluno_0212075,F,2018-05,
aluno_0212076,F,2019-12,
aluno_0212077,F,2017-11,
aluno_0212078,F,2018-07,
aluno_0212079,F,2017-06,
aluno_0212080,F,2021-07,
aluno_0212081,M,2018-08,
aluno_0212082,F,2018-06,
aluno_0212083,F,2019-04,
aluno_0212084,F,2019-12,
aluno_0212085,F,2017-07,
aluno_0212086,F,2018-01,
aluno_0212087,F,2017-08,
aluno_0212088,F,2018-12,
aluno_0212089,F,2017-09,
aluno_0212090,F,2017-05,
aluno_0212091,F,2019-02,
aluno_0212092,F,2018-01,
aluno_0212093,F,2017-11,
aluno_0212094,F,2017-05,
aluno_0212095,F,2018-12,
aluno_0212096,F,2018-11,
aluno_0212097,F,2019-09,
aluno_0212098,F,2019-07,
aluno_0212099,F,2017-09,
aluno_0212100,F,2020-08,
aluno_0212101,F,2019-04,
aluno_0212102,F,2018-12,
aluno_0212103,F,2018-04,
aluno_0212104,F,2021-01,
aluno_0212105,F,2019-09,
aluno_0212106,F,2019-09,
aluno_0212107,F,2017-06,
aluno_0212108,F,2019-04,
aluno_0212109,F,2019-06,
aluno_0212110,F,2021-01,
aluno_0212111,F,2019-06,
aluno_0212112,F,2019-11,
aluno_0212113,F,2020-06,
aluno_0212114,F,2021-04,
aluno_0212115,F,2019-09,
aluno_0212116,F,2018-05,
aluno_0212117,F,2018-07,
aluno_0212118,F,2018-04,
aluno_0212119,F,2018-07,
aluno_0212120,F,2020-08,
aluno_0212121,F,2020-10,
aluno_0212122,F,2020-04,
aluno_0212123,F,2018-10,
aluno_0212124,F,2019-01,
aluno_0212125,F,2018-06,
aluno_0212126,F,2019-07,
aluno_0212127,F,2019-12,
aluno_0212128,F,2018-08,
aluno_0212129,F,2021-04,
aluno_0212130,F,2019-08,
aluno_0212131,F,2018-04,
aluno_0212132,F,2020-02,
aluno_0212133,F,2018-05,
aluno_0212134,M,2018-01,
aluno_0212135,M,2020-02,
aluno_0212136,F,2019-07,
aluno_0212137,F,2018-11,
aluno_0212138,F,2018-01,
aluno_0212139,F,2019-03,
aluno_0212140,F,2020-08,
aluno_0212141,F,2018-06,
aluno_0212142,F,2018-06,
aluno_0212143,F,2018-07,
aluno_0212144,F,2020-10,
aluno_0212145,F,2019-09,
aluno_0212146,F,2018-03,
aluno_0212147,F,2019-09,
aluno_0212148,F,2018-05,
aluno_0212149,F,2017-08,
aluno_0212150,F,2018-03,
aluno_0212151,F,2019-02,
aluno_0212152,F,2019-04,
aluno_0212153,F,2019-12,
aluno_0212154,F,2021-03,
aluno_0212155,F,2019-04,
aluno_0212156,F,2019-04,
aluno_0212157,F,2019-05,
aluno_0212158,F,2017-11,
aluno_0212159,F,2019-08,
aluno_0212160,F,2020-03,
aluno_0212161,F,2018-10,
aluno_0212162,F,2017-04,
aluno_0212163,F,2018-09,
aluno_0212164,F,2018-02,
aluno_0212165,F,2020-03,
aluno_0212166,F,2018-11,
aluno_0212167,F,2017-05,
aluno_0212168,F,2019-06,
aluno_0212169,F,2018-08,
aluno_0212170,F,2018-07,
aluno_0212171,F,2017-11,
aluno_0212172,F,2021-02,
aluno_0212173,F,2020-01,
aluno_0212174,F,2019-04,
aluno_0212175,F,2020-12,
aluno_0212176,F,2018-06,
aluno_0212177,F,2017-05,
aluno_0212178,F,2017-08,
aluno_0212179,F,2018-06,
aluno_0212180,F,2018-04,
aluno_0212181,F,2019-03,
aluno_0212182,F,2019-04,
aluno_0212183,F,2020-09,
aluno_0212184,F,2018-02,
aluno_0212185,F,2018-08,
aluno_0212186,F,2019-05,
aluno_0212187,F,2020-07,
aluno_0212188,F,2018-12,
aluno_0212189,F,2018-01,
aluno_0212190,F,2018-06,
aluno_0212191,F,2018-07,
aluno_0212192,F,2021-04,
aluno_0212193,F,2018-06,
aluno_0212194,F,2018-07,
aluno_0212195,F,2020-04,
aluno_0212196,F,2020-11,
aluno_0212197,F,2020-10,
aluno_0212198,F,2019-02,
aluno_0212199,F,2020-11,
aluno_0212200,F,2018-05,
aluno_0212201,F,2021-04,
aluno_0212202,F,2019-12,
aluno_0212203,F,2020-02,
aluno_0212204,F,2020-07,
aluno_0212205,F,2018-07,
aluno_0212206,F,2018-10,
aluno_0212207,F,2020-06,
aluno_0212208,F,2021-01,
aluno_0212209,F,2019-11,
aluno_0212210,F,2019-08,
aluno_0212211,F,2019-04,
aluno_0212212,F,2020-03,
aluno_0212213,F,2020-03,
aluno_0212214,F,2020-09,
aluno_0212215,F,2018-10,
aluno_0212216,F,2020-03,
aluno_0212217,F,2020-02,
aluno_0212218,F,2019-01,
aluno_0212219,M,2021-07,
aluno_0212220,F,2022-06,
aluno_0212221,F,2018-09,
aluno_0212222,F,2017-11,
aluno_0212223,F,2020-02,
aluno_0212224,F,2019-09,
aluno_0212225,F,2021-02,
aluno_0212226,F,2018-04,
aluno_0212227,F,2018-01,
aluno_0212228,F,2020-07,
aluno_0212229,F,2021-03,
aluno_0212230,F,2018-07,
aluno_0212231,F,2021-03,
aluno_0212232,F,2019-11,
aluno_0212233,F,2021-11,
aluno_0212234,F,2018-12,
aluno_0212235,F,2019-08,
aluno_0212236,F,2019-07,
aluno_0212237,F,2021-02,
aluno_0212238,F,2019-12,
aluno_0212239,F,2018-08,
aluno_0212240,F,2018-08,
aluno_0212241,F,2020-08,
aluno_0212242,F,2020-09,
aluno_0212243,F,2020-09,
aluno_0212244,F,2020-08,
aluno_0212245,F,2018-10,
aluno_0212246,F,2019-11,
aluno_0212247,F,2019-04,
aluno_0212248,F,2019-04,
aluno_0212249,F,2019-05,
aluno_0212250,F,2019-09,
aluno_0212251,M,2019-07,
aluno_0212252,F,2019-10,
aluno_0212253,F,2018-10,
aluno_0212254,F,2021-01,
aluno_0212255,F,2019-03,
aluno_0212256,F,2019-02,
aluno_0212257,F,2021-01,
aluno_0212258,M,2018-09,
aluno_0212259,F,2019-09,
aluno_0212260,F,2017-08,
aluno_0212261,F,2018-08,
aluno_0212262,F,2018-09,
aluno_0212263,F,2018-05,
aluno_0212264,F,2021-10,
aluno_0212265,F,2017-04,
aluno_0212266,F,2018-10,
aluno_0212267,F,2018-09,
aluno_0212268,F,2019-06,
aluno_0212269,F,2018-12,
aluno_0212270,F,2019-11,
aluno_0212271,F,2017-05,
aluno_0212272,F,2018-04,
aluno_0212273,F,2019-12,
aluno_0212274,F,2017-06,
aluno_0212275,F,2019-12,
aluno_0212276,F,2019-01,
aluno_0212277,F,2019-09,
aluno_0212278,F,2019-04,
aluno_0212279,F,2017-04,
aluno_0212280,F,2019-08,
aluno_0212281,F,2018-03,
aluno_0212282,F,2019-06,
aluno_0212283,F,2017-05,
aluno_0212284,F,2020-04,
aluno_0212285,F,2020-03,
aluno_0212286,F,2020-02,
aluno_0212287,F,2018-10,
aluno_0212288,F,2018-08,
aluno_0212289,F,2019-09,
aluno_0212290,F,2020-01,
aluno_0212291,F,2018-09,
aluno_0212292,F,2019-02,
aluno_0212293,F,2019-01,
aluno_0212294,F,2020-02,
aluno_0212295,F,2020-02,
aluno_0212296,F,2019-08,
aluno_0212297,F,2018-09,
aluno_0212298,F,2019-04,
aluno_0212299,F,2019-07,
aluno_0212300,F,2017-08,
aluno_0212301,F,2018-05,
aluno_0212302,F,2017-07,
aluno_0212303,F,2020-04,
aluno_0212304,F,2018-09,
aluno_0212305,F,2018-10,
aluno_0212306,F,2018-09,
aluno_0212307,F,2019-02,
aluno_0212308,F,2021-06,
aluno_0212309,F,2021-02,
aluno_0212310,F,2018-12,
aluno_0212311,F,2020-08,
aluno_0212312,F,2019-09,
aluno_0212313,F,2019-08,
aluno_0212314,F,2017-11,
aluno_0212315,F,2018-01,
aluno_0212316,F,2018-11,
aluno_0212317,F,2019-05,
aluno_0212318,F,2020-11,
aluno_0212319,F,2017-11,
aluno_0212320,F,2017-08,
aluno_0212321,F,2017-04,
aluno_0212322,F,2020-01,
aluno_0212323,F,2019-07,
aluno_0212324,F,2017-10,
aluno_0212325,F,2019-04,
aluno_0212326,F,2018-08,
aluno_0212327,F,2018-08,
aluno_0212328,F,2020-01,
aluno_0212329,F,2020-09,
aluno_0212330,F,2019-05,
aluno_0212331,F,2019-04,
aluno_0212332,F,2020-11,
aluno_0212333,F,2019-02,
aluno_0212334,F,2019-05,
aluno_0212335,F,2017-06,
aluno_0212336,F,2018-09,
aluno_0212337,F,2018-09,
aluno_0212338,F,2017-09,
aluno_0212339,F,2020-07,
aluno_0212340,F,2020-07,
aluno_0212341,F,2018-01,
aluno_0212342,F,2021-08,
aluno_0212343,F,2020-04,
aluno_0212344,F,2017-05,
aluno_0212345,F,2018-03,
aluno_0212346,M,2019-09,
aluno_0212347,F,2017-04,
aluno_0212348,F,2021-04,
aluno_0212349,M,2018-05,
aluno_0212350,F,2017-05,
aluno_0212351,F,2017-10,
aluno_0212352,F,2017-07,
aluno_0212353,F,2021-02,
aluno_0212354,F,2018-12,
aluno_0212355,F,2021-06,
aluno_0212356,F,2018-01,
aluno_0212357,F,2018-03,
aluno_0212358,F,2019-04,
aluno_0212359,F,2021-06,
aluno_0212360,F,2019-12,
aluno_0212361,F,2020-12,
aluno_0212362,F,2020-08,
aluno_0212363,F,2018-04,
aluno_0212364,F,2018-01,
aluno_0212365,F,2020-10,
aluno_0212366,F,2019-06,
aluno_0212367,F,2019-09,
aluno_0212368,F,2017-10,
aluno_0212369,F,2017-11,
aluno_0212370,F,2019-09,
aluno_0212371,F,2017-11,
aluno_0212372,F,2019-10,
aluno_0212373,F,2019-07,
aluno_0212374,F,2019-10,
aluno_0212375,F,2019-01,
aluno_0212376,F,2019-08,
aluno_0212377,F,2020-10,
aluno_0212378,F,2019-06,
aluno_0212379,M,2020-01,
aluno_0212380,F,2019-06,
aluno_0212381,F,2019-06,
aluno_0212382,M,2021-05,
aluno_0212383,F,2019-02,
aluno_0212384,F,2019-09,
aluno_0212385,F,2019-09,
aluno_0212386,F,2018-09,
aluno_0212387,F,2019-01,
aluno_0212388,F,2018-08,
aluno_0212389,F,2019-03,
aluno_0212390,F,2017-05,
aluno_0212391,F,2018-10,
aluno_0212392,M,2019-03,
aluno_0212393,F,2018-05,
aluno_0212394,F,2020-11,
aluno_0212395,F,2018-07,
aluno_0212396,F,2020-11,
aluno_0212397,F,2020-01,
aluno_0212398,M,2019-07,
aluno_0212399,F,2018-04,
aluno_0212400,F,2018-12,
aluno_0212401,F,2019-07,
aluno_0212402,F,2018-07,
aluno_0212403,F,2020-11,
aluno_0212404,F,2017-10,
aluno_0212405,F,2020-12,
aluno_0212406,F,2018-09,
aluno_0212407,F,2020-06,
aluno_0212408,F,2019-05,
aluno_0212409,F,2017-05,
aluno_0212410,F,2019-04,
aluno_0212411,F,2018-08,
aluno_0212412,F,2017-11,
aluno_0212413,F,2020-08,
aluno_0212414,F,2019-01,
aluno_0212415,F,2017-06,
aluno_0212416,F,2021-01,
aluno_0212417,F,2021-01,
aluno_0212418,F,2018-12,
aluno_0212419,F,2021-03,
aluno_0212420,F,2017-08,
aluno_0212421,F,2019-12,
aluno_0212422,F,2020-03,
aluno_0212423,F,2021-07,
aluno_0212424,F,2018-02,
aluno_0212425,F,2018-08,
aluno_0212426,F,2017-06,
aluno_0212427,F,2017-04,
aluno_0212428,F,2018-07,
aluno_0212429,F,2019-03,
aluno_0212430,F,2019-06,
aluno_0212431,F,2021-06,
aluno_0212432,F,2017-11,
aluno_0212433,F,2020-10,
aluno_0212434,F,2018-05,
aluno_0212435,F,2019-05,
aluno_0212436,F,2020-03,
aluno_0212437,F,2019-01,
aluno_0212438,F,2018-06,
aluno_0212439,F,2019-02,
aluno_0212440,F,2018-03,
aluno_0212441,F,2019-07,
aluno_0212442,F,2019-04,
aluno_0212443,F,2018-11,
aluno_0212444,F,2018-11,
aluno_0212445,F,2019-07,
aluno_0212446,F,2019-11,
aluno_0212447,F,2018-11,
aluno_0212448,F,2017-05,
aluno_0212449,F,2019-12,
aluno_0212450,F,2020-08,
aluno_0212451,F,2020-07,
aluno_0212452,F,2017-09,
aluno_0212453,F,2018-06,
aluno_0212454,F,2021-06,
aluno_0212455,F,2020-04,
aluno_0212456,F,2020-02,
aluno_0212457,F,2017-12,
aluno_0212458,F,2019-03,
aluno_0212459,F,2019-06,
aluno_0212460,F,2019-01,
aluno_0212461,F,2020-02,
aluno_0212462,F,2021-07,
aluno_0212463,F,2017-10,
aluno_0212464,F,2019-02,
aluno_0212465,F,2018-10,
aluno_0212466,F,2018-10,
aluno_0212467,F,2021-02,
aluno_0212468,F,2021-02,
aluno_0212469,F,2020-07,
aluno_0212470,F,2017-06,
aluno_0212471,F,2018-09,
aluno_0212472,F,2019-06,
aluno_0212473,F,2020-02,
aluno_0212474,F,2019-10,
aluno_0212475,F,2018-05,
aluno_0212476,F,2020-11,
aluno_0212477,M,2019-02,
aluno_0212478,M,2019-02,
aluno_0212479,F,2020-08,
aluno_0212480,F,2019-02,
aluno_0212481,F,2020-10,
aluno_0212482,F,2019-10,
aluno_0212483,F,2017-08,
aluno_0212484,F,2020-01,
aluno_0212485,F,2019-05,
aluno_0212486,F,2019-06,
aluno_0212487,F,2019-10,
aluno_0212488,F,2017-07,
aluno_0212489,F,2019-07,
aluno_0212490,F,2019-12,
aluno_0212491,F,2019-12,
aluno_0212492,F,2019-03,
aluno_0212493,F,2019-04,
aluno_0212494,F,2019-04,
aluno_0212495,F,2020-01,
aluno_0212496,F,2020-07,
aluno_0212497,F,2018-01,
aluno_0212498,F,2019-12,
aluno_0212499,F,2018-11,
aluno_0212500,F,2019-10,
aluno_0212501,F,2018-11,
aluno_0212502,F,2020-05,
aluno_0212503,F,2018-09,
aluno_0212504,F,2019-07,
aluno_0212505,F,2018-02,
aluno_0212506,F,2019-06,
aluno_0212507,F,2019-10,
aluno_0212508,F,2020-06,
aluno_0212509,F,2019-01,
aluno_0212510,F,2020-01,
aluno_0212511,F,2020-01,
aluno_0212512,F,2018-06,
aluno_0212513,F,2020-03,
aluno_0212514,F,2017-05,
aluno_0212515,F,2018-12,
aluno_0212516,F,2018-11,
aluno_0212517,F,2018-01,
aluno_0212518,F,2017-12,
aluno_0212519,F,2021-03,
aluno_0212520,F,2021-03,
aluno_0212521,F,2018-12,
aluno_0212522,F,2018-12,
aluno_0212523,F,2018-09,
aluno_0212524,F,2019-01,
aluno_0212525,F,2019-07,
aluno_0212526,F,2018-04,
aluno_0212527,F,2018-02,
aluno_0212528,F,2019-06,
aluno_0212529,F,2017-07,
aluno_0212530,F,2019-09,
aluno_0212531,F,2017-09,
aluno_0212532,F,2019-01,
aluno_0212533,F,2018-12,
aluno_0212534,F,2020-04,
aluno_0212535,F,2017-05,
aluno_0212536,F,2018-03,
aluno_0212537,F,2019-01,
aluno_0212538,F,2018-10,
aluno_0212539,F,2018-10,
aluno_0212540,F,2019-10,
aluno_0212541,F,2021-01,
aluno_0212542,F,2019-03,
aluno_0212543,F,2018-03,
aluno_0212544,F,2019-05,
aluno_0212545,F,2019-07,
aluno_0212546,F,2018-02,
aluno_0212547,F,2018-02,
aluno_0212548,F,2019-09,
aluno_0212549,F,2017-12,
aluno_0212550,F,2018-12,
aluno_0212551,F,2018-04,
aluno_0212552,F,2018-04,
aluno_0212553,F,2018-11,
aluno_0212554,F,2020-12,
aluno_0212555,F,2020-03,
aluno_0212556,F,2021-08,
aluno_0212557,F,2017-05,
aluno_0212558,F,2019-02,
aluno_0212559,F,2018-09,
aluno_0212560,F,2019-04,
aluno_0212561,F,2021-04,
aluno_0212562,F,2018-08,
aluno_0212563,F,2017-07,
aluno_0212564,F,2019-04,
aluno_0212565,F,2018-04,
aluno_0212566,F,2017-07,
aluno_0212567,F,2020-06,
aluno_0212568,F,2022-04,
aluno_0212569,F,2019-12,
aluno_0212570,F,2018-11,
aluno_0212571,F,2020-02,
aluno_0212572,F,2019-09,
aluno_0212573,F,2020-01,
aluno_0212574,F,2018-07,
aluno_0212575,F,2019-12,
aluno_0212576,F,2019-10,
aluno_0212577,M,2018-04,
aluno_0212578,F,2019-10,
aluno_0212579,F,2017-11,
aluno_0212580,F,2018-04,
aluno_0212581,F,2019-02,
aluno_0212582,F,2019-03,
aluno_0212583,F,2019-08,
aluno_0212584,F,2020-06,
aluno_0212585,F,2017-06,
aluno_0212586,F,2020-01,
aluno_0212587,F,2021-03,
aluno_0212588,F,2019-08,
aluno_0212589,F,2018-06,
aluno_0212590,F,2018-06,
aluno_0212591,F,2019-09,
aluno_0212592,F,2019-07,
aluno_0212593,F,2019-05,
aluno_0212594,F,2019-06,
aluno_0212595,F,2018-05,
aluno_0212596,F,2017-05,
aluno_0212597,F,2017-10,
aluno_0212598,F,2019-04,
aluno_0212599,F,2021-02,
aluno_0212600,F,2020-03,
aluno_0212601,F,2020-02,
aluno_0212602,F,2020-09,
aluno_0212603,F,2020-06,
aluno_0212604,F,2020-06,
aluno_0212605,F,2018-06,
aluno_0212606,F,2020-03,
aluno_0212607,F,2019-12,
aluno_0212608,F,2020-08,
aluno_0212609,F,2018-11,
aluno_0212610,F,2020-11,
aluno_0212611,F,2021-03,
aluno_0212612,F,2020-03,
aluno_0212613,F,2022-05,
aluno_0212614,F,2018-08,
aluno_0212615,F,2019-12,
aluno_0212616,F,2019-06,
aluno_0212617,F,2020-03,
aluno_0212618,F,2018-10,
aluno_0212619,F,2020-06,
aluno_0212620,F,2018-07,
aluno_0212621,F,2019-01,
aluno_0212622,F,2018-06,
aluno_0212623,F,2019-09,
aluno_0212624,F,2018-10,
aluno_0212625,F,2017-12,
aluno_0212626,F,2018-03,
aluno_0212627,F,2017-07,
aluno_0212628,F,2019-02,
aluno_0212629,F,2017-07,
aluno_0212630,F,2018-03,
aluno_0212631,F,2018-09,
aluno_0212632,F,2019-06,
aluno_0212633,F,2020-01,
aluno_0212634,F,2018-05,
aluno_0212635,F,2019-09,
aluno_0212636,F,2019-07,
aluno_0212637,F,2020-07,
aluno_0212638,F,2022-08,
aluno_0212639,F,2017-05,
aluno_0212640,F,2021-03,
aluno_0212641,F,2019-04,
aluno_0212642,F,2021-01,
aluno_0212643,F,2020-07,
aluno_0212644,F,2018-11,
aluno_0212645,F,2019-05,
aluno_0212646,F,2017-07,
aluno_0212647,F,2019-03,
aluno_0212648,F,2017-12,
aluno_0212649,F,2020-04,
aluno_0212650,F,2020-04,
aluno_0212651,F,2019-12,
aluno_0212652,F,2018-01,
aluno_0212653,F,2019-09,
aluno_0212654,F,2020-02,
aluno_0212655,F,2019-11,
aluno_0212656,F,2019-03,
aluno_0212657,F,2019-04,
aluno_0212658,F,2020-04,
aluno_0212659,F,2020-04,
aluno_0212660,F,2017-10,
aluno_0212661,F,2020-11,
aluno_0212662,F,2018-02,
aluno_0212663,F,2017-11,
aluno_0212664,F,2019-06,
aluno_0212665,F,2019-05,
aluno_0212666,F,2020-03,
aluno_0212667,F,2018-07,
aluno_0212668,M,2018-08,
aluno_0212669,F,2021-01,
aluno_0212670,F,2019-10,
aluno_0212671,F,2020-12,
aluno_0212672,F,2018-06,
aluno_0212673,F,2018-05,
aluno_0212674,F,2019-03,
aluno_0212675,F,2018-10,
aluno_0212676,F,2018-08,
aluno_0212677,F,2017-11,
aluno_0212678,F,2018-04,
aluno_0212679,F,2019-05,
aluno_0212680,F,2018-08,
aluno_0212681,F,2021-01,
aluno_0212682,F,2017-09,
aluno_0212683,F,2020-01,
aluno_0212684,F,2019-08,
aluno_0212685,F,2017-10,
aluno_0212686,F,2018-02,
aluno_0212687,F,2018-01,
aluno_0212688,F,2018-03,
aluno_0212689,F,2017-08,
aluno_0212690,F,2020-01,
aluno_0212691,F,2020-01,
aluno_0212692,F,2017-05,
aluno_0212693,F,2020-08,
aluno_0212694,F,2020-01,
aluno_0212695,F,2019-10,
aluno_0212696,F,2018-12,
aluno_0212697,F,2017-05,
aluno_0212698,F,2019-10,
aluno_0212699,F,2019-06,
aluno_0212700,F,2019-02,
aluno_0212701,F,2018-12,
aluno_0212702,F,2020-01,
aluno_0212703,F,2019-05,
aluno_0212704,F,2018-08,
aluno_0212705,F,2018-07,
aluno_0212706,F,2021-02,
aluno_0212707,F,2019-08,
aluno_0212708,F,2017-05,
aluno_0212709,F,2018-04,
aluno_0212710,F,2018-04,
aluno_0212711,F,2019-11,
aluno_0212712,F,2019-09,
aluno_0212713,F,2021-05,
aluno_0212714,F,2017-04,
aluno_0212715,F,2018-10,
aluno_0212716,F,2021-07,
aluno_0212717,F,2017-10,
aluno_0212718,F,2017-11,
aluno_0212719,F,2020-06,
aluno_0212720,F,2019-11,
aluno_0212721,F,2019-10,
aluno_0212722,F,2020-03,
aluno_0212723,F,2020-05,
aluno_0212724,F,2018-10,
aluno_0212725,F,2018-10,
aluno_0212726,F,2018-06,
aluno_0212727,F,2018-12,
aluno_0212728,F,2020-01,
aluno_0212729,F,2019-05,
aluno_0212730,F,2019-10,
aluno_0212731,F,2018-08,
aluno_0212732,F,2018-05,
aluno_0212733,F,2019-03,
aluno_0212734,F,2020-07,
aluno_0212735,F,2017-05,
aluno_0212736,F,2019-08,
aluno_0212737,F,2020-04,
aluno_0212738,F,2019-06,
aluno_0212739,F,2018-06,
aluno_0212740,F,2019-05,
aluno_0212741,F,2019-05,
aluno_0212742,F,2018-12,
aluno_0212743,F,2019-10,
aluno_0212744,F,2017-07,
aluno_0212745,F,2017-07,
aluno_0212746,F,2019-06,
aluno_0212747,F,2019-03,
aluno_0212748,F,2020-12,
aluno_0212749,F,2021-02,
aluno_0212750,F,2018-09,
aluno_0212751,F,2018-03,
aluno_0212752,F,2019-12,
aluno_0212753,F,2020-10,
aluno_0212754,F,2020-05,
aluno_0212755,F,2020-01,
aluno_0212756,F,2019-02,
aluno_0212757,F,2021-02,
aluno_0212758,F,2018-07,
aluno_0212759,F,2018-07,
aluno_0212760,M,2018-09,
aluno_0212761,F,2018-09,
aluno_0212762,F,2019-05,
aluno_0212763,F,2018-05,
aluno_0212764,F,2019-06,
aluno_0212765,F,2017-09,
aluno_0212766,F,2019-08,
aluno_0212767,F,2019-07,
aluno_0212768,F,2019-02,
aluno_0212769,F,2020-09,
aluno_0212770,F,2018-06,
aluno_0212771,F,2019-06,
aluno_0212772,F,2019-06,
aluno_0212773,F,2020-06,
aluno_0212774,F,2019-01,
aluno_0212775,F,2018-01,
aluno_0212776,F,2019-12,
aluno_0212777,F,2018-04,
aluno_0212778,F,2021-02,
aluno_0212779,F,2020-10,
aluno_0212780,F,2018-04,
aluno_0212781,F,2019-02,
aluno_0212782,F,2019-06,
aluno_0212783,F,2017-08,
aluno_0212784,F,2018-02,
aluno_0212785,F,2018-11,
aluno_0212786,F,2019-10,
aluno_0212787,F,2017-05,
aluno_0212788,F,2018-11,
aluno_0212789,F,2019-06,
aluno_0212790,F,2019-03,
aluno_0212791,F,2019-04,
aluno_0212792,F,2019-04,
aluno_0212793,M,2018-09,
aluno_0212794,M,2021-04,
aluno_0212795,M,2018-04,
aluno_0212796,F,2020-05,
aluno_0212797,F,2020-07,
aluno_0212798,F,2018-01,
aluno_0212799,F,2020-06,
aluno_0212800,F,2019-12,
aluno_0212801,F,2019-04,
aluno_0212802,M,2018-12,
aluno_0212803,F,2018-12,
aluno_0212804,F,2019-03,
aluno_0212805,F,2018-03,
aluno_0212806,F,2019-10,
aluno_0212807,F,2018-08,
aluno_0212808,F,2018-07,
aluno_0212809,F,2019-08,
aluno_0212810,M,2017-12,
aluno_0212811,F,2019-01,
aluno_0212812,F,2019-01,
aluno_0212813,F,2019-08,
aluno_0212814,F,2019-07,
aluno_0212815,F,2020-12,
aluno_0212816,F,2018-05,
aluno_0212817,F,2019-03,
aluno_0212818,F,2020-06,
aluno_0212819,F,2017-08,
aluno_0212820,F,2019-03,
aluno_0212821,F,2020-06,
aluno_0212822,F,2018-06,
aluno_0212823,F,2020-03,
aluno_0212824,F,2020-06,
aluno_0212825,F,2019-12,
aluno_0212826,F,2020-08,
aluno_0212827,F,2020-01,
aluno_0212828,F,2020-07,
aluno_0212829,F,2018-02,
aluno_0212830,F,2019-07,
aluno_0212831,F,2021-01,
aluno_0212832,F,2019-07,
aluno_0212833,F,2020-05,
aluno_0212834,F,2019-08,
aluno_0212835,F,2020-04,
aluno_0212836,F,2018-02,
aluno_0212837,F,2020-06,
aluno_0212838,F,2019-12,
aluno_0212839,F,2020-08,
aluno_0212840,F,2020-08,
aluno_0212841,F,2020-03,
aluno_0212842,F,2019-05,
aluno_0212843,F,2018-05,
aluno_0212844,F,2017-10,
aluno_0212845,F,2017-05,
aluno_0212846,F,2018-04,
aluno_0212847,F,2020-08,
aluno_0212848,F,2020-06,
aluno_0212849,F,2019-10,
aluno_0212850,F,2018-07,
aluno_0212851,F,2019-12,
aluno_0212852,F,2019-10,
aluno_0212853,F,2020-04,
aluno_0212854,F,2020-01,
aluno_0212855,F,2018-04,
aluno_0212856,F,2018-09,
aluno_0212857,F,2020-02,
